road_id,hour,day_of_week,weather,is_holiday,road_capacity,road_length_km,historical_flow,avg_speed_kmh
3-10,22,Thursday,fog,1,2400.0,3.8,100,50.38
3-10,5,Saturday,fog,0,2400.0,3.8,100,50.75
3-10,21,Thursday,cloudy,1,2400.0,3.8,100,52.57
3-10,22,Wednesday,fog,0,2400.0,3.8,131.83,50.26
3-10,2,Thursday,clear,1,2400.0,3.8,100,52.96
3-10,3,Wednesday,clear,0,2400.0,3.8,100,56.8
3-10,22,Wednesday,cloudy,0,2400.0,3.8,100,52.58
3-10,13,Wednesday,rain,0,2400.0,3.8,100,46.07
3-10,8,Sunday,cloudy,1,2400.0,3.8,100,44.41
3-10,21,Friday,clear,0,2400.0,3.8,100,52.87
3-10,2,Thursday,fog,0,2400.0,3.8,100,47.85
3-10,23,Monday,fog,0,2400.0,3.8,100,50.49
3-10,6,Thursday,cloudy,1,2400.0,3.8,100,53.33
3-10,20,Saturday,fog,0,2400.0,3.8,100,48.34
3-10,14,Sunday,rain,0,2400.0,3.8,115.35,47.58
3-10,1,Friday,clear,0,2400.0,3.8,100,51.72
3-10,13,Sunday,rain,1,2400.0,3.8,148.62,47.67
3-10,15,Sunday,cloudy,0,2400.0,3.8,100,46.46
3-10,18,Tuesday,clear,0,2400.0,3.8,100,51.0
3-10,11,Tuesday,clear,0,2400.0,3.8,100,53.59
3-10,0,Wednesday,clear,0,2400.0,3.8,100,53.59
3-10,15,Tuesday,rain,1,2400.0,3.8,100,42.05
3-10,5,Saturday,clear,1,2400.0,3.8,100,53.11
3-10,23,Friday,cloudy,0,2400.0,3.8,100,50.74
3-10,15,Friday,fog,0,2400.0,3.8,100,42.8
3-10,1,Monday,fog,1,2400.0,3.8,100,51.78
3-10,14,Sunday,cloudy,1,2400.0,3.8,100,52.53
3-10,21,Tuesday,cloudy,0,2400.0,3.8,100,51.35
3-10,1,Wednesday,rain,0,2400.0,3.8,100,50.85
3-10,20,Tuesday,clear,1,2400.0,3.8,104.58,52.4
3-10,17,Monday,cloudy,0,2400.0,3.8,100,49.67
3-10,14,Sunday,rain,0,2400.0,3.8,100,50.47
3-10,13,Wednesday,cloudy,1,2400.0,3.8,100,53.19
3-10,6,Tuesday,cloudy,1,2400.0,3.8,141.18,54.54
3-10,11,Tuesday,clear,0,2400.0,3.8,100,56.25
3-10,5,Wednesday,cloudy,0,2400.0,3.8,133.27,52.47
3-10,13,Friday,clear,1,2400.0,3.8,100,53.6
3-10,21,Sunday,fog,0,2400.0,3.8,100,50.4
3-10,5,Saturday,rain,0,2400.0,3.8,100,45.2
3-10,22,Thursday,cloudy,1,2400.0,3.8,100,50.57
3-10,0,Friday,rain,0,2400.0,3.8,134.06,49.21
3-10,12,Wednesday,rain,0,2400.0,3.8,100,50.37
3-10,9,Tuesday,rain,0,2400.0,3.8,100,42.99
3-10,21,Wednesday,cloudy,1,2400.0,3.8,100,50.49
3-10,11,Monday,cloudy,0,2400.0,3.8,100,52.18
3-10,10,Monday,cloudy,0,2400.0,3.8,100,46.06
3-10,19,Tuesday,clear,1,2400.0,3.8,100,47.04
3-10,5,Saturday,cloudy,0,2400.0,3.8,100,54.92
3-10,5,Wednesday,fog,0,2400.0,3.8,100,50.29
3-10,22,Saturday,fog,0,2400.0,3.8,100,52.76
3-10,11,Sunday,clear,0,2400.0,3.8,100,55.1
3-10,23,Saturday,fog,0,2400.0,3.8,100,47.63
3-10,19,Friday,clear,0,2400.0,3.8,100,49.88
3-10,15,Saturday,rain,0,2400.0,3.8,100,42.38
3-10,15,Saturday,fog,0,2400.0,3.8,101.82,44.9
3-10,18,Tuesday,fog,0,2400.0,3.8,100,45.05
3-10,11,Friday,clear,0,2400.0,3.8,100,52.33
3-10,18,Thursday,cloudy,1,2400.0,3.8,100,45.01
3-10,13,Tuesday,fog,0,2400.0,3.8,100,52.18
3-10,19,Saturday,fog,0,2400.0,3.8,100,45.8
3-10,0,Saturday,cloudy,1,2400.0,3.8,100,50.32
3-10,20,Thursday,clear,0,2400.0,3.8,141.69,51.51
3-10,14,Friday,cloudy,1,2400.0,3.8,100,53.64
3-10,4,Wednesday,clear,1,2400.0,3.8,117.46,53.16
3-10,0,Thursday,cloudy,0,2400.0,3.8,100,50.94
3-10,20,Friday,rain,0,2400.0,3.8,100,50.16
3-10,19,Monday,cloudy,0,2400.0,3.8,100,49.54
3-10,0,Wednesday,rain,0,2400.0,3.8,100,49.59
3-10,0,Friday,rain,0,2400.0,3.8,100,49.17
3-10,20,Wednesday,fog,0,2400.0,3.8,100,47.03
3-10,4,Friday,cloudy,1,2400.0,3.8,100,50.67
3-10,16,Saturday,rain,0,2400.0,3.8,100,44.45
3-10,12,Saturday,fog,0,2400.0,3.8,100,48.99
3-10,20,Wednesday,clear,0,2400.0,3.8,100,55.38
3-10,17,Sunday,cloudy,0,2400.0,3.8,100,50.51
3-10,20,Thursday,fog,0,2400.0,3.8,132.41,50.87
3-10,8,Monday,clear,0,2400.0,3.8,100,49.61
3-10,13,Wednesday,clear,0,2400.0,3.8,100,52.03
3-10,22,Monday,rain,0,2400.0,3.8,100,46.5
3-10,16,Wednesday,rain,0,2400.0,3.8,100,40.31
3-10,15,Thursday,rain,1,2400.0,3.8,100,43.42
3-10,20,Tuesday,cloudy,0,2400.0,3.8,104.61,53.72
3-10,22,Friday,fog,0,2400.0,3.8,116.63,50.11
3-10,0,Sunday,fog,1,2400.0,3.8,100,50.97
3-10,0,Friday,rain,1,2400.0,3.8,100,46.16
3-10,4,Sunday,cloudy,0,2400.0,3.8,100,51.42
3-10,5,Thursday,fog,0,2400.0,3.8,128.88,48.53
4-2,5,Tuesday,cloudy,0,3800.0,15.2,100,53.72
4-2,5,Monday,rain,0,3800.0,15.2,100,49.2
4-2,5,Wednesday,cloudy,0,3800.0,15.2,100,53.84
4-2,20,Monday,clear,1,3800.0,15.2,100,55.99
4-2,7,Thursday,fog,0,3800.0,15.2,100,44.8
4-2,11,Tuesday,clear,1,3800.0,15.2,100,52.98
4-2,8,Monday,rain,0,3800.0,15.2,100,44.0
4-2,7,Tuesday,clear,1,3800.0,15.2,100,45.74
4-2,22,Sunday,fog,0,3800.0,15.2,100,52.62
4-2,15,Tuesday,clear,0,3800.0,15.2,100,49.78
4-2,2,Wednesday,cloudy,0,3800.0,15.2,100,52.29
4-2,21,Tuesday,clear,1,3800.0,15.2,100,57.04
4-2,17,Tuesday,clear,0,3800.0,15.2,100,50.72
4-2,8,Tuesday,fog,0,3800.0,15.2,100,44.55
4-2,7,Thursday,clear,0,3800.0,15.2,100,47.18
4-2,12,Thursday,rain,0,3800.0,15.2,100,46.66
4-2,16,Tuesday,clear,0,3800.0,15.2,100,48.56
4-2,19,Friday,fog,0,3800.0,15.2,100,47.94
4-2,11,Monday,rain,1,3800.0,15.2,121.43,48.13
4-2,1,Sunday,cloudy,0,3800.0,15.2,100,51.85
4-2,0,Tuesday,clear,1,3800.0,15.2,100,56.96
4-2,1,Monday,clear,0,3800.0,15.2,100,51.5
4-2,1,Tuesday,rain,0,3800.0,15.2,117.98,47.82
4-2,21,Friday,clear,0,3800.0,15.2,100,52.2
4-2,23,Wednesday,clear,0,3800.0,15.2,100,54.24
4-2,7,Friday,fog,0,3800.0,15.2,100,41.58
4-2,19,Wednesday,fog,0,3800.0,15.2,100,43.88
4-2,4,Monday,fog,0,3800.0,15.2,100,47.6
4-2,15,Monday,cloudy,1,3800.0,15.2,100,48.02
4-2,0,Thursday,fog,0,3800.0,15.2,119.15,52.61
4-2,13,Tuesday,clear,0,3800.0,15.2,100,56.65
4-2,10,Saturday,clear,1,3800.0,15.2,100,45.49
4-2,12,Friday,fog,0,3800.0,15.2,100,52.56
4-2,3,Friday,clear,0,3800.0,15.2,141.9,55.35
4-2,5,Saturday,clear,1,3800.0,15.2,100,57.01
4-2,22,Saturday,fog,1,3800.0,15.2,100,52.2
4-2,21,Monday,clear,0,3800.0,15.2,100,53.44
4-2,9,Monday,cloudy,0,3800.0,15.2,100,49.08
4-2,21,Sunday,fog,0,3800.0,15.2,100,50.15
4-2,1,Wednesday,clear,0,3800.0,15.2,100,51.9
4-2,17,Monday,fog,0,3800.0,15.2,100,43.35
4-2,14,Monday,rain,0,3800.0,15.2,100,51.24
4-2,23,Monday,cloudy,1,3800.0,15.2,100,53.61
4-2,16,Sunday,cloudy,0,3800.0,15.2,100,49.66
4-2,13,Thursday,cloudy,1,3800.0,15.2,100,55.07
4-2,7,Sunday,rain,1,3800.0,15.2,100,41.45
4-2,20,Monday,clear,0,3800.0,15.2,100,52.32
4-2,17,Friday,rain,1,3800.0,15.2,100,43.94
4-2,2,Thursday,fog,1,3800.0,15.2,100,52.02
4-2,23,Thursday,fog,0,3800.0,15.2,100,52.81
4-2,4,Monday,rain,1,3800.0,15.2,100,46.48
4-2,16,Sunday,clear,0,3800.0,15.2,100,48.17
4-2,16,Wednesday,clear,0,3800.0,15.2,100,50.37
4-2,13,Saturday,cloudy,1,3800.0,15.2,131.04,52.07
4-2,19,Sunday,rain,0,3800.0,15.2,100,43.77
4-2,22,Sunday,rain,0,3800.0,15.2,100,48.94
4-2,3,Wednesday,fog,0,3800.0,15.2,100,48.69
4-2,20,Tuesday,fog,0,3800.0,15.2,100,53.09
4-2,1,Sunday,cloudy,0,3800.0,15.2,100,50.93
4-2,13,Monday,cloudy,1,3800.0,15.2,100,53.95
4-2,1,Saturday,cloudy,0,3800.0,15.2,100,51.18
4-2,17,Saturday,rain,0,3800.0,15.2,100,40.96
4-2,19,Saturday,fog,0,3800.0,15.2,101.43,46.69
4-2,10,Sunday,fog,1,3800.0,15.2,119.24,43.92
4-2,23,Friday,cloudy,0,3800.0,15.2,100,55.25
4-2,19,Wednesday,rain,1,3800.0,15.2,100,41.08
4-2,9,Sunday,fog,1,3800.0,15.2,100,45.51
4-2,16,Sunday,cloudy,1,3800.0,15.2,125.21,45.72
4-2,8,Friday,cloudy,0,3800.0,15.2,100,48.32
4-2,22,Tuesday,fog,0,3800.0,15.2,100,50.21
4-2,16,Friday,rain,0,3800.0,15.2,100,43.75
4-2,17,Tuesday,clear,0,3800.0,15.2,100,51.45
4-2,23,Thursday,fog,0,3800.0,15.2,100,47.86
4-2,6,Thursday,clear,0,3800.0,15.2,100,54.2
4-2,0,Tuesday,clear,0,3800.0,15.2,118.51,53.34
4-2,13,Sunday,rain,0,3800.0,15.2,120.62,48.8
4-2,13,Tuesday,cloudy,1,3800.0,15.2,100,56.14
4-2,3,Sunday,clear,0,3800.0,15.2,100,52.39
4-2,13,Thursday,clear,0,3800.0,15.2,100,53.13
4-2,23,Wednesday,cloudy,0,3800.0,15.2,100,54.01
4-2,16,Tuesday,fog,0,3800.0,15.2,100,42.75
4-2,9,Sunday,rain,0,3800.0,15.2,100,45.21
4-2,20,Friday,fog,1,3800.0,15.2,100,50.63
4-2,5,Sunday,cloudy,0,3800.0,15.2,100,52.69
4-2,11,Wednesday,cloudy,0,3800.0,15.2,100,51.05
4-2,9,Friday,fog,0,3800.0,15.2,146.98,45.56
4-2,0,Friday,rain,0,3800.0,15.2,100,47.27
4-2,5,Sunday,fog,0,3800.0,15.2,100,51.02
4-2,4,Sunday,cloudy,0,3800.0,15.2,125.32,54.62
4-2,16,Wednesday,clear,0,3800.0,15.2,100,51.79
4-2,19,Wednesday,cloudy,0,3800.0,15.2,100,50.69
4-2,6,Tuesday,fog,0,3800.0,15.2,124.91,48.0
4-2,5,Friday,fog,1,3800.0,15.2,100,52.14
4-2,10,Friday,clear,0,3800.0,15.2,100,45.73
4-2,3,Saturday,clear,0,3800.0,15.2,100,52.04
4-2,11,Monday,cloudy,1,3800.0,15.2,128.38,54.65
4-2,7,Thursday,fog,1,3800.0,15.2,108.37,45.78
4-2,15,Sunday,rain,0,3800.0,15.2,100,45.58
4-2,14,Friday,fog,1,3800.0,15.2,100,48.98
4-2,11,Friday,rain,1,3800.0,15.2,100,49.36
4-2,10,Saturday,fog,0,3800.0,15.2,100,45.58
4-2,3,Sunday,rain,0,3800.0,15.2,100,50.06
4-2,21,Thursday,cloudy,0,3800.0,15.2,111.49,51.05
4-2,23,Thursday,cloudy,1,3800.0,15.2,100,56.02
4-2,23,Sunday,clear,0,3800.0,15.2,130.83,56.87
4-2,13,Sunday,fog,0,3800.0,15.2,100,51.63
4-2,18,Wednesday,fog,0,3800.0,15.2,100,45.68
4-2,8,Thursday,rain,0,3800.0,15.2,100,40.05
4-2,4,Thursday,fog,0,3800.0,15.2,100,49.04
4-2,1,Wednesday,clear,0,3800.0,15.2,100,52.15
4-2,1,Tuesday,rain,0,3800.0,15.2,100,46.07
4-2,6,Friday,fog,0,3800.0,15.2,100,47.9
4-2,7,Saturday,cloudy,0,3800.0,15.2,137.11,47.84
4-2,15,Thursday,clear,0,3800.0,15.2,100,50.39
4-2,10,Monday,rain,1,3800.0,15.2,100,42.46
4-2,15,Friday,cloudy,1,3800.0,15.2,100,46.01
4-2,8,Friday,clear,1,3800.0,15.2,101.03,48.7
4-2,3,Tuesday,fog,0,3800.0,15.2,100,48.55
4-2,10,Saturday,rain,1,3800.0,15.2,100,41.38
4-2,13,Tuesday,rain,0,3800.0,15.2,148.14,48.9
4-14,23,Tuesday,fog,0,3000.0,5.3,100,48.73
4-14,17,Thursday,cloudy,0,3000.0,5.3,100,47.82
4-14,21,Sunday,fog,1,3000.0,5.3,100,48.69
4-14,12,Friday,clear,0,3000.0,5.3,100,55.51
4-14,10,Monday,cloudy,0,3000.0,5.3,100,44.97
4-14,2,Tuesday,cloudy,0,3000.0,5.3,100,53.94
4-14,23,Wednesday,fog,0,3000.0,5.3,100,50.78
4-14,5,Thursday,fog,0,3000.0,5.3,100,48.76
4-14,8,Saturday,cloudy,0,3000.0,5.3,100,45.49
4-14,22,Saturday,fog,0,3000.0,5.3,119.87,51.93
4-14,11,Sunday,rain,1,3000.0,5.3,100,46.36
4-14,19,Friday,clear,1,3000.0,5.3,100,51.57
4-14,16,Saturday,rain,0,3000.0,5.3,100,40.73
4-14,20,Wednesday,fog,1,3000.0,5.3,100,51.11
4-14,9,Sunday,clear,0,3000.0,5.3,135.32,47.2
4-14,17,Monday,cloudy,0,3000.0,5.3,100,45.89
4-14,9,Tuesday,cloudy,0,3000.0,5.3,100,47.33
4-14,19,Sunday,clear,0,3000.0,5.3,100,48.23
4-14,10,Sunday,clear,0,3000.0,5.3,111.94,45.41
4-14,2,Sunday,cloudy,0,3000.0,5.3,100,51.23
4-14,15,Wednesday,cloudy,0,3000.0,5.3,100,48.43
4-14,13,Tuesday,fog,0,3000.0,5.3,100,50.3
4-14,20,Sunday,clear,1,3000.0,5.3,100,51.64
4-14,19,Thursday,cloudy,1,3000.0,5.3,100,46.9
4-14,1,Wednesday,clear,0,3000.0,5.3,100,51.55
4-14,0,Tuesday,rain,0,3000.0,5.3,119.91,47.5
4-14,7,Wednesday,clear,1,3000.0,5.3,100,47.82
4-14,12,Tuesday,rain,1,3000.0,5.3,100,46.27
4-14,4,Tuesday,clear,1,3000.0,5.3,100,55.33
4-14,17,Saturday,fog,1,3000.0,5.3,100,46.05
4-14,10,Sunday,rain,0,3000.0,5.3,100,44.22
4-14,0,Friday,cloudy,0,3000.0,5.3,100,53.57
4-14,18,Monday,clear,0,3000.0,5.3,127.51,51.91
4-14,16,Saturday,fog,0,3000.0,5.3,100,43.45
4-14,15,Wednesday,fog,0,3000.0,5.3,100,45.86
4-14,22,Friday,fog,0,3000.0,5.3,100,49.75
4-14,0,Thursday,cloudy,0,3000.0,5.3,124.48,52.48
4-14,14,Friday,cloudy,0,3000.0,5.3,100,55.3
4-14,21,Friday,rain,0,3000.0,5.3,100,45.73
4-14,2,Monday,cloudy,0,3000.0,5.3,100,52.71
4-14,19,Wednesday,cloudy,0,3000.0,5.3,100,45.34
4-14,21,Thursday,rain,1,3000.0,5.3,100,49.67
4-14,23,Thursday,fog,0,3000.0,5.3,118.92,47.5
4-14,9,Sunday,rain,0,3000.0,5.3,100,41.75
4-14,21,Friday,cloudy,0,3000.0,5.3,102.95,55.59
4-14,6,Friday,cloudy,1,3000.0,5.3,100,50.89
4-14,12,Tuesday,rain,0,3000.0,5.3,104.07,49.39
4-14,12,Sunday,cloudy,0,3000.0,5.3,100,52.91
4-14,11,Saturday,rain,0,3000.0,5.3,100,46.67
4-14,16,Wednesday,clear,0,3000.0,5.3,100,47.35
4-14,22,Thursday,cloudy,1,3000.0,5.3,100,52.12
4-14,18,Sunday,cloudy,0,3000.0,5.3,100,50.41
4-14,9,Tuesday,fog,1,3000.0,5.3,100,43.32
4-14,18,Wednesday,rain,0,3000.0,5.3,100,40.67
4-14,21,Friday,fog,0,3000.0,5.3,100,47.8
4-14,8,Sunday,cloudy,1,3000.0,5.3,100,48.78
4-14,11,Tuesday,cloudy,0,3000.0,5.3,100,55.23
4-14,5,Wednesday,cloudy,0,3000.0,5.3,100,50.57
4-14,13,Thursday,fog,0,3000.0,5.3,100,48.39
4-14,5,Thursday,rain,1,3000.0,5.3,100,45.59
4-14,6,Friday,cloudy,0,3000.0,5.3,100,54.57
4-14,18,Wednesday,fog,1,3000.0,5.3,100,46.0
4-14,13,Sunday,fog,0,3000.0,5.3,100,48.06
4-14,10,Friday,clear,0,3000.0,5.3,100,45.89
4-14,1,Thursday,cloudy,0,3000.0,5.3,100,51.87
4-14,5,Thursday,rain,0,3000.0,5.3,100,51.03
4-14,11,Friday,rain,0,3000.0,5.3,100,49.1
4-14,15,Thursday,rain,1,3000.0,5.3,100,43.65
4-14,8,Thursday,cloudy,0,3000.0,5.3,100,45.24
4-14,18,Sunday,fog,0,3000.0,5.3,100,44.5
4-14,15,Thursday,cloudy,0,3000.0,5.3,130.35,48.03
4-14,6,Saturday,fog,0,3000.0,5.3,100,50.54
4-14,17,Monday,fog,0,3000.0,5.3,100,47.22
4-14,10,Sunday,rain,0,3000.0,5.3,100,43.39
4-14,22,Thursday,rain,0,3000.0,5.3,100,48.44
4-14,8,Wednesday,rain,1,3000.0,5.3,100,42.89
4-14,6,Monday,clear,1,3000.0,5.3,100,54.94
4-14,20,Monday,rain,0,3000.0,5.3,123.21,48.72
4-14,19,Sunday,rain,0,3000.0,5.3,116.72,41.62
4-14,21,Monday,cloudy,0,3000.0,5.3,100,51.83
4-14,9,Wednesday,rain,0,3000.0,5.3,100,41.25
4-14,18,Tuesday,rain,0,3000.0,5.3,100,45.75
4-14,12,Wednesday,cloudy,0,3000.0,5.3,100,52.65
4-14,0,Saturday,rain,0,3000.0,5.3,100,48.81
4-14,18,Thursday,clear,0,3000.0,5.3,100,46.39
4-14,15,Wednesday,cloudy,0,3000.0,5.3,100,49.14
4-14,3,Friday,clear,0,3000.0,5.3,100,52.52
4-14,20,Wednesday,cloudy,0,3000.0,5.3,100,53.83
4-14,19,Sunday,cloudy,0,3000.0,5.3,100,50.03
4-14,13,Sunday,rain,0,3000.0,5.3,100,45.45
4-14,10,Sunday,cloudy,0,3000.0,5.3,100,49.66
4-14,2,Monday,rain,1,3000.0,5.3,100,45.7
4-14,15,Thursday,fog,0,3000.0,5.3,133.96,43.14
4-14,15,Wednesday,rain,1,3000.0,5.3,100,43.88
4-14,11,Monday,rain,0,3000.0,5.3,100,49.39
4-14,16,Tuesday,rain,1,3000.0,5.3,100,45.19
4-14,11,Wednesday,fog,1,3000.0,5.3,100,51.64
4-14,23,Thursday,cloudy,0,3000.0,5.3,100,50.76
4-14,16,Monday,clear,0,3000.0,5.3,100,51.6
4-14,6,Monday,cloudy,1,3000.0,5.3,100,52.35
4-14,8,Saturday,rain,0,3000.0,5.3,100,43.12
4-14,10,Wednesday,rain,1,3000.0,5.3,100,39.53
4-14,1,Monday,clear,1,3000.0,5.3,100,53.94
4-14,11,Saturday,cloudy,0,3000.0,5.3,100,51.62
4-14,21,Sunday,fog,0,3000.0,5.3,100,50.4
4-14,2,Sunday,cloudy,0,3000.0,5.3,100,54.71
4-14,7,Wednesday,clear,0,3000.0,5.3,100,47.3
4-14,3,Wednesday,rain,0,3000.0,5.3,100,49.24
4-14,2,Thursday,rain,1,3000.0,5.3,100,48.43
4-14,8,Sunday,cloudy,0,3000.0,5.3,100,45.65
4-14,10,Saturday,rain,0,3000.0,5.3,100,43.81
4-14,8,Sunday,fog,1,3000.0,5.3,126.03,42.7
4-14,22,Wednesday,fog,0,3000.0,5.3,100,48.6
4-14,16,Tuesday,rain,0,3000.0,5.3,100,45.13
4-14,5,Saturday,rain,0,3000.0,5.3,100,49.83
4-14,1,Wednesday,fog,0,3000.0,5.3,100,53.02
4-14,3,Friday,clear,0,3000.0,5.3,149.2,54.66
4-14,10,Sunday,rain,0,3000.0,5.3,100,41.65
4-14,15,Saturday,clear,0,3000.0,5.3,100,47.53
4-14,4,Friday,cloudy,1,3000.0,5.3,100,55.18
5-11,22,Wednesday,clear,1,3100.0,7.9,100,56.64
5-11,22,Tuesday,clear,0,3100.0,7.9,100,53.62
5-11,7,Friday,fog,0,3100.0,7.9,100,44.46
5-11,14,Wednesday,fog,0,3100.0,7.9,100,49.78
5-11,16,Friday,clear,0,3100.0,7.9,100,47.56
5-11,20,Sunday,fog,0,3100.0,7.9,100,48.84
5-11,2,Thursday,rain,0,3100.0,7.9,100,47.94
5-11,0,Saturday,fog,0,3100.0,7.9,100,48.03
5-11,9,Tuesday,cloudy,1,3100.0,7.9,100,48.31
5-11,13,Sunday,clear,0,3100.0,7.9,100,51.24
5-11,6,Sunday,cloudy,0,3100.0,7.9,100,55.2
5-11,19,Monday,cloudy,1,3100.0,7.9,100,50.5
5-11,1,Saturday,fog,1,3100.0,7.9,117.84,48.0
5-11,4,Friday,fog,0,3100.0,7.9,100,48.64
5-11,17,Wednesday,rain,1,3100.0,7.9,100,45.16
5-11,21,Friday,fog,0,3100.0,7.9,132.39,50.88
5-11,23,Monday,clear,0,3100.0,7.9,100,53.22
5-11,3,Thursday,cloudy,0,3100.0,7.9,100,56.17
5-11,18,Friday,fog,0,3100.0,7.9,116.14,44.41
5-11,15,Sunday,clear,0,3100.0,7.9,100,48.75
5-11,6,Tuesday,cloudy,0,3100.0,7.9,100,53.57
5-11,1,Tuesday,fog,0,3100.0,7.9,100,48.26
5-11,14,Saturday,rain,0,3100.0,7.9,100,50.57
5-11,7,Tuesday,rain,0,3100.0,7.9,100,40.15
5-11,23,Monday,cloudy,1,3100.0,7.9,112.52,52.52
5-11,13,Monday,clear,0,3100.0,7.9,100,53.31
5-11,8,Tuesday,clear,0,3100.0,7.9,100,45.76
5-11,9,Tuesday,rain,0,3100.0,7.9,100,44.32
5-11,6,Friday,fog,0,3100.0,7.9,100,49.82
5-11,10,Friday,clear,0,3100.0,7.9,100,51.04
5-11,7,Friday,clear,0,3100.0,7.9,100,45.71
5-11,12,Monday,rain,0,3100.0,7.9,100,49.26
5-11,18,Saturday,cloudy,0,3100.0,7.9,100,45.58
5-11,2,Friday,rain,0,3100.0,7.9,100,46.43
5-11,23,Thursday,clear,0,3100.0,7.9,100,51.73
5-11,13,Wednesday,cloudy,0,3100.0,7.9,100,50.83
5-11,9,Sunday,fog,0,3100.0,7.9,100,45.64
5-11,10,Monday,cloudy,0,3100.0,7.9,100,49.24
5-11,9,Monday,fog,0,3100.0,7.9,100,46.46
5-11,8,Saturday,fog,1,3100.0,7.9,100,46.08
5-11,4,Tuesday,fog,0,3100.0,7.9,100,52.08
5-11,1,Wednesday,rain,0,3100.0,7.9,100,48.58
5-11,19,Wednesday,cloudy,0,3100.0,7.9,100,45.43
5-11,3,Saturday,clear,0,3100.0,7.9,100,54.02
5-11,16,Wednesday,rain,1,3100.0,7.9,100,44.35
5-11,16,Tuesday,fog,0,3100.0,7.9,100,42.64
5-11,20,Friday,clear,0,3100.0,7.9,100,54.17
5-11,15,Monday,rain,0,3100.0,7.9,100,43.42
5-11,14,Tuesday,cloudy,1,3100.0,7.9,100,52.94
5-11,8,Saturday,fog,0,3100.0,7.9,100,45.1
5-11,22,Wednesday,clear,0,3100.0,7.9,100,54.83
5-11,18,Wednesday,cloudy,1,3100.0,7.9,100,49.2
5-11,10,Saturday,clear,0,3100.0,7.9,100,50.81
5-11,7,Thursday,rain,0,3100.0,7.9,123.67,44.36
5-11,8,Sunday,rain,0,3100.0,7.9,100,42.67
5-11,11,Thursday,clear,0,3100.0,7.9,100,56.69
5-11,14,Monday,cloudy,0,3100.0,7.9,100,54.04
5-11,1,Saturday,rain,0,3100.0,7.9,100,45.23
5-11,7,Tuesday,rain,0,3100.0,7.9,100,43.81
5-11,13,Saturday,rain,1,3100.0,7.9,100,49.39
5-11,16,Saturday,fog,1,3100.0,7.9,100,46.4
5-11,7,Thursday,rain,0,3100.0,7.9,122.75,42.35
5-11,22,Thursday,fog,0,3100.0,7.9,100,49.35
5-11,21,Wednesday,rain,0,3100.0,7.9,100,48.42
5-11,10,Sunday,cloudy,0,3100.0,7.9,132.25,47.27
5-11,22,Wednesday,rain,0,3100.0,7.9,100,49.48
5-11,4,Monday,fog,0,3100.0,7.9,100,50.21
5-11,9,Sunday,rain,0,3100.0,7.9,100,39.36
5-11,17,Friday,rain,1,3100.0,7.9,100,40.34
5-11,20,Tuesday,clear,0,3100.0,7.9,100,57.12
5-11,22,Sunday,cloudy,0,3100.0,7.9,100,54.7
5-11,12,Monday,fog,0,3100.0,7.9,100,47.93
5-11,18,Friday,clear,0,3100.0,7.9,100,48.81
5-11,7,Wednesday,fog,1,3100.0,7.9,100,41.74
5-11,1,Monday,cloudy,1,3100.0,7.9,100,55.23
5-11,16,Thursday,cloudy,1,3100.0,7.9,100,50.82
5-11,8,Wednesday,fog,1,3100.0,7.9,100,42.88
5-11,9,Thursday,clear,0,3100.0,7.9,100,45.4
5-11,4,Friday,fog,0,3100.0,7.9,100,48.86
5-11,2,Tuesday,cloudy,1,3100.0,7.9,100,53.04
5-11,6,Tuesday,fog,1,3100.0,7.9,100,49.94
5-11,11,Monday,cloudy,0,3100.0,7.9,100,54.46
5-11,8,Friday,fog,0,3100.0,7.9,100,42.65
5-11,15,Friday,rain,0,3100.0,7.9,100,41.78
5-11,4,Monday,fog,0,3100.0,7.9,100,51.75
5-11,1,Monday,fog,0,3100.0,7.9,100,51.35
5-11,23,Sunday,fog,0,3100.0,7.9,100,51.01
5-11,16,Wednesday,clear,0,3100.0,7.9,100,51.99
5-11,21,Saturday,rain,1,3100.0,7.9,100,49.56
5-11,19,Sunday,cloudy,0,3100.0,7.9,100,45.41
5-11,4,Monday,clear,0,3100.0,7.9,100,53.25
5-11,16,Tuesday,rain,1,3100.0,7.9,100,45.95
5-11,19,Wednesday,fog,0,3100.0,7.9,100,45.31
5-11,3,Tuesday,rain,0,3100.0,7.9,100,47.27
5-11,2,Sunday,clear,0,3100.0,7.9,104.72,56.06
5-11,5,Saturday,fog,0,3100.0,7.9,100,47.24
5-11,4,Thursday,cloudy,1,3100.0,7.9,100,54.62
5-11,3,Tuesday,clear,0,3100.0,7.9,100,56.74
5-11,17,Monday,rain,1,3100.0,7.9,109.31,42.8
5-11,18,Tuesday,clear,0,3100.0,7.9,100,47.71
5-11,21,Saturday,cloudy,0,3100.0,7.9,100,53.8
5-11,1,Thursday,clear,1,3100.0,7.9,100,54.11
5-11,20,Thursday,fog,0,3100.0,7.9,100,51.04
5-11,19,Tuesday,clear,1,3100.0,7.9,100,48.92
5-11,17,Thursday,fog,0,3100.0,7.9,100.44,42.88
5-11,13,Wednesday,clear,0,3100.0,7.9,100,53.9
5-11,13,Saturday,clear,1,3100.0,7.9,100,51.27
5-11,7,Friday,rain,0,3100.0,7.9,100,43.38
5-11,2,Thursday,fog,0,3100.0,7.9,105.4,49.52
5-11,10,Tuesday,cloudy,0,3100.0,7.9,100,45.33
5-11,13,Saturday,fog,1,3100.0,7.9,100,51.88
